Match,Provider,Bet,Team,Timestamp,Living
2340678,yabo-hidden,2.13,SMASH,14-04-2020 21:43:19,NoLiving
2340678,shark-hidden,,SMASH,14-04-2020 21:43:19,NoLiving
2340678,rb88-hidden,2.11,SMASH,14-04-2020 21:43:19,NoLiving
2340678,bobbet-hidden,2.13,SMASH,14-04-2020 21:43:19,NoLiving
2340678,luckbox,2.09,SMASH,14-04-2020 21:43:19,NoLiving
2340776,betway,1.22,FATE,14-04-2020 21:43:19,NoLiving
2340776,ggbet,1.48,FATE,14-04-2020 21:43:19,NoLiving
2340776,ggbetru-hidden,1.48,FATE,14-04-2020 21:43:19,NoLiving
2340776,thunderpick,1.25,FATE,14-04-2020 21:43:19,NoLiving
2340776,lootbet,,FATE,14-04-2020 21:43:19,NoLiving
2340776,bet365,,FATE,14-04-2020 21:43:19,NoLiving
2340776,1xbet,1.74,FATE,14-04-2020 21:43:19,NoLiving
2340776,1xstavka-hidden,1.74,FATE,14-04-2020 21:43:19,NoLiving
2340776,pinnacle,1.95,FATE,14-04-2020 21:43:19,NoLiving
2340776,buff88,1.17,FATE,14-04-2020 21:43:19,NoLiving
2340776,unibet,,FATE,14-04-2020 21:43:19,NoLiving
2340776,thunderfire-hidden,,FATE,14-04-2020 21:43:19,NoLiving
2340776,parimatch,1.18,FATE,14-04-2020 21:43:19,NoLiving
2340776,skrilla-hidden,,FATE,14-04-2020 21:43:19,NoLiving
2340776,unikrn,,FATE,14-04-2020 21:43:19,NoLiving
2340776,vulkan,1.38,FATE,14-04-2020 21:43:19,NoLiving
2340776,vulkanru-hidden,1.38,FATE,14-04-2020 21:43:19,NoLiving
2340776,raybet-hidden,,FATE,14-04-2020 21:43:19,NoLiving
2340776,dongying-hidden,,FATE,14-04-2020 21:43:19,NoLiving
2340776,betwinner,1.2,FATE,14-04-2020 21:43:19,NoLiving
2340776,yabo-hidden,1.48,FATE,14-04-2020 21:43:19,NoLiving
2340776,shark-hidden,,FATE,14-04-2020 21:43:19,NoLiving
2340776,rb88-hidden,1.74,FATE,14-04-2020 21:43:19,NoLiving
2340776,bobbet-hidden,1.48,FATE,14-04-2020 21:43:19,NoLiving
2340776,luckbox,,FATE,14-04-2020 21:43:19,NoLiving
2340776,betway,3.5,Prima,14-04-2020 21:43:19,NoLiving
2340776,ggbet,2.54,Prima,14-04-2020 21:43:19,NoLiving
2340776,ggbetru-hidden,2.54,Prima,14-04-2020 21:43:19,NoLiving
2340776,thunderpick,3.64,Prima,14-04-2020 21:43:19,NoLiving
2340776,lootbet,,Prima,14-04-2020 21:43:19,NoLiving
2340776,bet365,,Prima,14-04-2020 21:43:19,NoLiving
2340776,1xbet,2.09,Prima,14-04-2020 21:43:19,NoLiving
2340776,1xstavka-hidden,2.09,Prima,14-04-2020 21:43:19,NoLiving
2340776,pinnacle,1.86,Prima,14-04-2020 21:43:19,NoLiving
2340776,buff88,4.47,Prima,14-04-2020 21:43:19,NoLiving
2340776,unibet,,Prima,14-04-2020 21:43:19,NoLiving
2340776,thunderfire-hidden,,Prima,14-04-2020 21:43:19,NoLiving
2340776,parimatch,4.5,Prima,14-04-2020 21:43:19,NoLiving
2340776,skrilla-hidden,,Prima,14-04-2020 21:43:19,NoLiving
2340776,unikrn,,Prima,14-04-2020 21:43:19,NoLiving
2340776,vulkan,2.9,Prima,14-04-2020 21:43:19,NoLiving
2340776,vulkanru-hidden,2.9,Prima,14-04-2020 21:43:19,NoLiving
2340776,raybet-hidden,,Prima,14-04-2020 21:43:19,NoLiving
2340776,dongying-hidden,,Prima,14-04-2020 21:43:19,NoLiving
2340776,betwinner,4.59,Prima,14-04-2020 21:43:19,NoLiving
2340776,yabo-hidden,2.54,Prima,14-04-2020 21:43:19,NoLiving
2340776,shark-hidden,,Prima,14-04-2020 21:43:19,NoLiving
2340776,rb88-hidden,2.09,Prima,14-04-2020 21:43:19,NoLiving
2340776,bobbet-hidden,2.54,Prima,14-04-2020 21:43:19,NoLiving
2340776,luckbox,,Prima,14-04-2020 21:43:19,NoLiving
2340777,betway,1.95,Salamander,14-04-2020 21:43:19,NoLiving
2340777,ggbet,1.74,Salamander,14-04-2020 21:43:19,NoLiving
2340777,ggbetru-hidden,1.74,Salamander,14-04-2020 21:43:19,NoLiving
2340777,thunderpick,2.0,Salamander,14-04-2020 21:43:19,NoLiving
2340777,lootbet,2.01,Salamander,14-04-2020 21:43:19,NoLiving
2340777,bet365,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,1xbet,2.29,Salamander,14-04-2020 21:43:19,NoLiving
2340777,1xstavka-hidden,2.29,Salamander,14-04-2020 21:43:19,NoLiving
2340777,pinnacle,1.83,Salamander,14-04-2020 21:43:19,NoLiving
2340777,buff88,2.04,Salamander,14-04-2020 21:43:19,NoLiving
2340777,unibet,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,thunderfire-hidden,1.8,Salamander,14-04-2020 21:43:19,NoLiving
2340777,parimatch,2.0,Salamander,14-04-2020 21:43:19,NoLiving
2340777,skrilla-hidden,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,unikrn,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,vulkan,1.78,Salamander,14-04-2020 21:43:19,NoLiving
2340777,vulkanru-hidden,1.78,Salamander,14-04-2020 21:43:19,NoLiving
2340777,raybet-hidden,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,dongying-hidden,1.8,Salamander,14-04-2020 21:43:19,NoLiving
2340777,betwinner,2.08,Salamander,14-04-2020 21:43:19,NoLiving
2340777,yabo-hidden,1.74,Salamander,14-04-2020 21:43:19,NoLiving
2340777,shark-hidden,,Salamander,14-04-2020 21:43:19,NoLiving
2340777,rb88-hidden,2.29,Salamander,14-04-2020 21:43:19,NoLiving
2340777,bobbet-hidden,1.74,Salamander,14-04-2020 21:43:19,NoLiving
2340777,luckbox,1.9,Salamander,14-04-2020 21:43:19,NoLiving
2340777,betway,1.72,Apeks,14-04-2020 21:43:19,NoLiving
2340777,ggbet,2.02,Apeks,14-04-2020 21:43:19,NoLiving
2340777,ggbetru-hidden,2.02,Apeks,14-04-2020 21:43:19,NoLiving
2340777,thunderpick,1.73,Apeks,14-04-2020 21:43:19,NoLiving
2340777,lootbet,1.75,Apeks,14-04-2020 21:43:19,NoLiving
2340777,bet365,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,1xbet,1.63,Apeks,14-04-2020 21:43:19,NoLiving
2340777,1xstavka-hidden,1.63,Apeks,14-04-2020 21:43:19,NoLiving
2340777,pinnacle,1.99,Apeks,14-04-2020 21:43:19,NoLiving
2340777,buff88,1.71,Apeks,14-04-2020 21:43:19,NoLiving
2340777,unibet,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,thunderfire-hidden,1.96,Apeks,14-04-2020 21:43:19,NoLiving
2340777,parimatch,1.76,Apeks,14-04-2020 21:43:19,NoLiving
2340777,skrilla-hidden,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,unikrn,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,vulkan,1.97,Apeks,14-04-2020 21:43:19,NoLiving
2340777,vulkanru-hidden,1.97,Apeks,14-04-2020 21:43:19,NoLiving
2340777,raybet-hidden,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,dongying-hidden,1.96,Apeks,14-04-2020 21:43:19,NoLiving
2340777,betwinner,1.75,Apeks,14-04-2020 21:43:19,NoLiving
2340777,yabo-hidden,2.02,Apeks,14-04-2020 21:43:19,NoLiving
2340777,shark-hidden,,Apeks,14-04-2020 21:43:19,NoLiving
2340777,rb88-hidden,1.63,Apeks,14-04-2020 21:43:19,NoLiving
2340777,bobbet-hidden,2.02,Apeks,14-04-2020 21:43:19,NoLiving
2340777,luckbox,1.8,Apeks,14-04-2020 21:43:19,NoLiving
2340775,betway,5.75,Syman,14-04-2020 21:43:19,NoLiving
2340775,ggbet,7.9,Syman,14-04-2020 21:43:19,NoLiving
2340775,ggbetru-hidden,7.9,Syman,14-04-2020 21:43:19,NoLiving
2340775,thunderpick,,Syman,14-04-2020 21:43:19,NoLiving
2340775,lootbet,6.9,Syman,14-04-2020 21:43:19,NoLiving
2340775,bet365,3.0,Syman,14-04-2020 21:43:19,NoLiving
2340775,1xbet,3.68,Syman,14-04-2020 21:43:19,NoLiving
2340775,1xstavka-hidden,3.68,Syman,14-04-2020 21:43:19,NoLiving
2340775,pinnacle,,Syman,14-04-2020 21:43:19,NoLiving
2340775,buff88,7.94,Syman,14-04-2020 21:43:19,NoLiving
2340775,unibet,,Syman,14-04-2020 21:43:19,NoLiving
2340775,thunderfire-hidden,3.56,Syman,14-04-2020 21:43:19,NoLiving
